,revid,parentid,user,anon,userid,timestamp,size,sha1,comment,page,date,diff,lag,age
1314,682491896,681933522,Fyrael,,6675779,2015-09-24 02:15:32+00:00,6151,de5c117064ba31b090e9f0fbcc08dbf6683006a9,/* Sport */ one link per entry,Buffalo,2015-09-24,-4.0,304849.0,5030.187060185185
1315,683236824,682491896,207.74.25.201,True,0,2015-09-29 01:00:32+00:00,6186,aacce92d1b551fe7a30a95f642afea5482d5fe8e,,Buffalo,2015-09-29,35.0,427500.0,5035.134976851852
1316,683236870,683236824,Gilliam,,506179,2015-09-29 01:00:51+00:00,6151,de5c117064ba31b090e9f0fbcc08dbf6683006a9,Reverted edits by [[Special:Contribs/207.74.25.201|207.74.25.201]] ([[User talk:207.74.25.201|talk]]) to last version by Fyrael,Buffalo,2015-09-29,-35.0,19.0,5035.135196759259
1317,683236958,683236870,207.74.25.201,True,0,2015-09-29 01:01:37+00:00,6272,bcd703e039d62d882a4c73281a793ff6d97e9e0f,,Buffalo,2015-09-29,121.0,46.0,5035.135729166666
1318,683237022,683236958,Gilliam,,506179,2015-09-29 01:02:11+00:00,6151,de5c117064ba31b090e9f0fbcc08dbf6683006a9,Reverted edits by [[Special:Contribs/207.74.25.201|207.74.25.201]] ([[User talk:207.74.25.201|talk]]) to last version by Gilliam,Buffalo,2015-09-29,-121.0,34.0,5035.136122685185
1319,684415606,683237022,87.66.56.24,True,0,2015-10-06 14:12:37+00:00,6145,516c37857eb201107d948bbbf8005c6d4e2bf332,,Buffalo,2015-10-06,-6.0,652226.0,5042.685034722223
1320,684415683,684415606,Non-dropframe,,6682565,2015-10-06 14:13:06+00:00,6151,de5c117064ba31b090e9f0fbcc08dbf6683006a9,Reverted edits by [[Special:Contributions/87.66.56.24|87.66.56.24]] ([[User talk:87.66.56.24|talk]]) ([[WP:HG|HG]]) (3.1.16),Buffalo,2015-10-06,6.0,29.0,5042.68537037037
1321,687276295,684415683,71.126.132.171,True,0,2015-10-24 13:51:55+00:00,6175,c26a2aafcb7b26998556dcc095c5e030912c2eba,,Buffalo,2015-10-24,24.0,1553929.0,5060.670659722222
1322,687276333,687276295,71.126.132.171,True,0,2015-10-24 13:52:25+00:00,6179,8cbb546dcf66fd72a79e7f77ccb65d8a2009c46d,,Buffalo,2015-10-24,4.0,30.0,5060.671006944444
1323,687276376,687276333,71.126.132.171,True,0,2015-10-24 13:52:54+00:00,6177,ccbfdfa80a1f3f2dacc144bb8f767fdbee589697,,Buffalo,2015-10-24,-2.0,29.0,5060.671342592593
1324,687531016,687276376,Fyrael,,6675779,2015-10-26 04:24:46+00:00,6151,de5c117064ba31b090e9f0fbcc08dbf6683006a9,,Buffalo,2015-10-26,-26.0,138712.0,5062.276805555555
1325,691252647,687531016,202.88.244.126,True,0,2015-11-18 17:00:32+00:00,6144,2f1d63342bf0f6275e6e2f0ffde03d2c30eae15a,/* Mammals */,Buffalo,2015-11-18,-7.0,2032546.0,5085.801643518518
1326,691252789,691252647,202.88.244.126,True,0,2015-11-18 17:01:56+00:00,6150,7cc54bd79e056b7abb341949afb9e535a8e7a12b,/* Animals */,Buffalo,2015-11-18,6.0,84.0,5085.80261574074
1327,691252965,691252789,Horseless Headman,,20535576,2015-11-18 17:03:23+00:00,6151,de5c117064ba31b090e9f0fbcc08dbf6683006a9,Reverted 2 edits by [[Special:Contributions/202.88.244.126|202.88.244.126]] ([[User talk:202.88.244.126|talk]]) to last revision by Fyrael. ([[WP:TW|TW]]),Buffalo,2015-11-18,1.0,87.0,5085.8036226851855
1328,691254516,691252965,202.88.244.126,True,0,2015-11-18 17:15:04+00:00,6161,e00be855a48ef93273d1cf8f2334b7e570ebf843,/* Animals */,Buffalo,2015-11-18,10.0,701.0,5085.811736111111
1329,691255099,691254516,202.88.244.126,True,0,2015-11-18 17:19:45+00:00,6148,f4c4ed69ac70e842d0b74436ed31c904bc0bdbbe,/* Praveena */,Buffalo,2015-11-18,-13.0,281.0,5085.814988425926
1330,691255678,691255099,202.88.244.126,True,0,2015-11-18 17:24:00+00:00,6193,dcf446ca1d89d79b5877263df448774213cd9820,/* Mac morgan */,Buffalo,2015-11-18,45.0,255.0,5085.817939814815
1331,691255838,691255678,202.88.244.126,True,0,2015-11-18 17:25:07+00:00,6185,b249006cc54e3ba7b2abb2ca8c976462293e4fc3,/* Mac morgan(Mahesh famous baffalo in india) */,Buffalo,2015-11-18,-8.0,67.0,5085.818715277778
1332,691256062,691255838,202.88.244.126,True,0,2015-11-18 17:26:34+00:00,6181,e297a035544a54521a1e4c5cfd08e6c74a363797,/* (Mahesh  famous baffalo in india) */,Buffalo,2015-11-18,-4.0,87.0,5085.8197222222225
1333,691256218,691256062,202.88.244.126,True,0,2015-11-18 17:27:46+00:00,6180,7d62f0a3b28f22a2a9b5f1d3a608608cac4a0791,/* Mac morgan (Mahesh) */,Buffalo,2015-11-18,-1.0,72.0,5085.820555555556
1334,691257174,691256218,Plantdrew,,14423536,2015-11-18 17:34:48+00:00,6151,de5c117064ba31b090e9f0fbcc08dbf6683006a9,Reverted to revision 691252965 by [[Special:Contributions/Poepkop|Poepkop]] ([[User talk:Poepkop|talk]]): Revert vandalism. ([[WP:TW|TW]]),Buffalo,2015-11-18,-29.0,422.0,5085.825439814815
1335,692303685,691257174,209.206.229.114,True,0,2015-11-24 20:05:05+00:00,6144,c0c0813998af720ef9b39535fc4747cb8b704f0a,/* Fish */,Buffalo,2015-11-24,-7.0,527417.0,5091.9298032407405
1336,692303880,692303685,CLCStudent,,26398660,2015-11-24 20:06:44+00:00,6151,de5c117064ba31b090e9f0fbcc08dbf6683006a9,Undid revision 692303685 by [[Special:Contributions/209.206.229.114|209.206.229.114]] ([[User talk:209.206.229.114|talk]]),Buffalo,2015-11-24,7.0,99.0,5091.930949074074
1337,695638962,692303880,188.241.41.75,True,0,2015-12-17 14:05:55+00:00,6157,5ffee32d8617b521790487e417b2d8bc952d15f2,,Buffalo,2015-12-17,6.0,1965551.0,5114.680381944445
1338,695638967,695638962,ClueBot NG,,13286072,2015-12-17 14:05:58+00:00,6151,de5c117064ba31b090e9f0fbcc08dbf6683006a9,"Reverting possible vandalism by [[Special:Contribs/188.241.41.75|188.241.41.75]] to version by CLCStudent. [[WP:CBFP|Report False Positive?]] Thanks, [[WP:CBNG|ClueBot NG]]. (2477086) (Bot)",Buffalo,2015-12-17,-6.0,3.0,5114.680416666667
1339,699409969,695638967,70.173.235.122,True,0,2016-01-12 04:02:11+00:00,6159,7dadd875b1db4e3e83dbbcedcf01cecc623673db,/* Animals */ are actually mountain chickens,Buffalo,2016-01-12,8.0,2210173.0,5140.261122685185
1340,699410290,699409969,70.173.235.122,True,0,2016-01-12 04:05:08+00:00,6151,de5c117064ba31b090e9f0fbcc08dbf6683006a9,/* Mountain Chickens */ are stupid,Buffalo,2016-01-12,-8.0,177.0,5140.263171296297
1341,703247229,699410290,59.90.143.109,True,0,2016-02-04 11:06:01+00:00,6217,fd4530b1d9113ba3685cdfc9cb8b0dcfc1d4f59b,/* Mammals */,Buffalo,2016-02-04,66.0,2012453.0,5163.555451388889
1342,703263220,703247229,Bkonrad,,44062,2016-02-04 13:32:01+00:00,6151,de5c117064ba31b090e9f0fbcc08dbf6683006a9,Reverted edits by [[Special:Contribs/59.90.143.109|59.90.143.109]] ([[User talk:59.90.143.109|talk]]) to last version by 70.173.235.122,Buffalo,2016-02-04,-66.0,8760.0,5163.6568402777775
1343,708151803,703263220,2606:A000:6B09:BF00:D076:E527:41E8:9B38,True,0,2016-03-03 23:16:36+00:00,6208,dd7893fb3af74a1e0b2ba98a974f0c10a359c7f7,/* Australia */,Buffalo,2016-03-03,57.0,2454275.0,5192.062800925926
1344,708151811,708151803,ClueBot NG,,13286072,2016-03-03 23:16:40+00:00,6151,de5c117064ba31b090e9f0fbcc08dbf6683006a9,"Reverting possible vandalism by [[Special:Contribs/2606:A000:6B09:BF00:D076:E527:41E8:9B38|2606:A000:6B09:BF00:D076:E527:41E8:9B38]] to version by Bkonrad. [[WP:CBFP|Report False Positive?]] Thanks, [[WP:CBNG|ClueBot NG]]. (2572090) (Bot)",Buffalo,2016-03-03,-57.0,4.0,5192.062847222222
1345,708151883,708151811,2606:A000:6B09:BF00:D076:E527:41E8:9B38,True,0,2016-03-03 23:17:13+00:00,6147,395e1e1623182630085dda3b3202d0b5b2a008ba,/* Australia */,Buffalo,2016-03-03,-4.0,33.0,5192.063229166667
1346,708152385,708151883,Dcirovic,,11795905,2016-03-03 23:21:25+00:00,6151,de5c117064ba31b090e9f0fbcc08dbf6683006a9,Reverted 1 edit by [[Special:Contributions/2606:A000:6B09:BF00:D076:E527:41E8:9B38|2606:A000:6B09:BF00:D076:E527:41E8:9B38]] identified as test/vandalism using [[WP:STiki|STiki]],Buffalo,2016-03-03,4.0,252.0,5192.066145833333
1347,708976666,708152385,Jacona,,19940685,2016-03-08 14:18:04+00:00,6229,6030ab297e324147ccc6670bf487d5e4c2a064cb,/* Sport */ added Milligan College Buffaloes,Buffalo,2016-03-08,78.0,399399.0,5196.688819444445
1348,708979039,708976666,Fyrael,,6675779,2016-03-08 14:36:10+00:00,6225,58cdc10e38320c36bf418d732abc508368189b62,/* Sport */,Buffalo,2016-03-08,-4.0,1086.0,5196.701388888889
1349,708999301,708979039,Noah franks,,27780232,2016-03-08 16:48:00+00:00,6251,af22957b95af6b59856efb582f78e15e0f549307,,Buffalo,2016-03-08,26.0,7910.0,5196.792939814814
1350,708999859,708999301,ClueBot NG,,13286072,2016-03-08 16:51:44+00:00,6225,58cdc10e38320c36bf418d732abc508368189b62,"Reverting possible vandalism by [[Special:Contribs/Noah franks|Noah franks]] to version by Fyrael. [[WP:CBFP|Report False Positive?]] Thanks, [[WP:CBNG|ClueBot NG]]. (2578026) (Bot)",Buffalo,2016-03-08,-26.0,224.0,5196.795532407407
1351,709000028,708999859,Noah franks,,27780232,2016-03-08 16:52:43+00:00,6264,362f77b64fd652686b05c5366f52308a7aae2782,,Buffalo,2016-03-08,39.0,59.0,5196.796215277778
1352,709000279,709000028,GSS,,26778615,2016-03-08 16:54:09+00:00,6225,58cdc10e38320c36bf418d732abc508368189b62,Reverted edits by [[Special:Contributions/Noah_franks|Noah_franks]] ([[User talk:Noah_franks|talk]]) ([[WP:HG|HG]]) (3.1.19),Buffalo,2016-03-08,-39.0,86.0,5196.797210648148
1353,712429818,709000279,2600:1002:B127:4E93:5677:54EB:F004:46F2,True,0,2016-03-29 01:36:30+00:00,6225,edce8b4ea80a25cb2774b09abef71c5509fd8e42,/* Mammals */,Buffalo,2016-03-29,0.0,1759341.0,5217.159953703704
1354,712430836,712429818,Bkonrad,,44062,2016-03-29 01:45:07+00:00,6225,58cdc10e38320c36bf418d732abc508368189b62,Reverted edits by [[Special:Contribs/2600:1002:B127:4E93:5677:54EB:F004:46F2|2600:1002:B127:4E93:5677:54EB:F004:46F2]] ([[User talk:2600:1002:B127:4E93:5677:54EB:F004:46F2|talk]]) to last version by GSS-1987,Buffalo,2016-03-29,0.0,517.0,5217.1659375
1355,712865997,712430836,AlaskanNativeRU,,24682483,2016-03-31 15:10:45+00:00,6234,a83fb1e103917859a13505d3c24c1ccdd3574aca,/* Schools */  more known as Buffalo.,Buffalo,2016-03-31,9.0,221138.0,5219.725405092592
1356,715419734,712865997,64.62.52.162,True,0,2016-04-15 17:41:36+00:00,6297,10d6d02f97f8570cb02432e4966bfd89a2440b62,/* Mammals */,Buffalo,2016-04-15,63.0,1305051.0,5234.830162037037
1357,715419824,715419734,64.62.52.162,True,0,2016-04-15 17:42:12+00:00,6317,8820f3ff440c30f4811470c955f2262e497948cd,/* Mammals */,Buffalo,2016-04-15,20.0,36.0,5234.830578703703
1358,715419860,715419824,64.62.52.162,True,0,2016-04-15 17:42:31+00:00,6307,84f7d50bf71bc7d3fc157a57f1f0ed7dd4df3482,/* Mammals */,Buffalo,2016-04-15,-10.0,19.0,5234.830798611111
1359,715419958,715419860,64.62.52.162,True,0,2016-04-15 17:43:17+00:00,6307,e71aab71f4c81bd24578ad850f7f9c62a0451e00,/* Mammals */,Buffalo,2016-04-15,0.0,46.0,5234.8313310185185
1360,715420075,715419958,64.62.52.162,True,0,2016-04-15 17:44:04+00:00,6367,43a079270c43f49c5e958f9f8c4e1efd0a7ca2fa,/* Mammals */,Buffalo,2016-04-15,60.0,47.0,5234.831875
1361,715420973,715420075,Yamaguchi先生,,503067,2016-04-15 17:50:50+00:00,6234,a83fb1e103917859a13505d3c24c1ccdd3574aca,Reverted edits by [[Special:Contribs/64.62.52.162|64.62.52.162]] ([[User talk:64.62.52.162|talk]]) to last version by AlaskanNativeRU,Buffalo,2016-04-15,-133.0,406.0,5234.836574074074
1362,718023266,715420973,14.201.39.162,True,0,2016-05-01 02:58:28+00:00,64,1fc9d59cfaeb2667252623df28048cdefe09a183,[[WP:AES|←]]Replaced content with '{{wiktionary|Buffalo|buffalo|buffaloe|buffaloes|buffalos}} '''Bu',Buffalo,2016-05-01,-6170.0,1328858.0,5250.216875
1363,718023278,718023266,ClueBot NG,,13286072,2016-05-01 02:58:32+00:00,6234,a83fb1e103917859a13505d3c24c1ccdd3574aca,"Reverting possible vandalism by [[Special:Contribs/14.201.39.162|14.201.39.162]] to version by Yamaguchi先生. [[WP:CBFP|Report False Positive?]] Thanks, [[WP:CBNG|ClueBot NG]]. (2641050) (Bot)",Buffalo,2016-05-01,6170.0,4.0,5250.216921296296
1364,718023314,718023278,14.201.39.162,True,0,2016-05-01 02:58:52+00:00,12405,7999fd02d96720884a6914e2fddadfe356723167,,Buffalo,2016-05-01,6171.0,20.0,5250.217152777778
1365,718023822,718023314,14.201.39.162,True,0,2016-05-01 03:03:15+00:00,12403,75588e0c734bb37ceb5c2d76c7a7183daa8a6ac2,,Buffalo,2016-05-01,-2.0,263.0,5250.220196759259
1366,718023965,718023822,14.201.39.162,True,0,2016-05-01 03:04:29+00:00,12388,9358a3b43c9d0074b1be453a8205b37be16e693b,,Buffalo,2016-05-01,-15.0,74.0,5250.221053240741
1367,718024138,718023965,14.201.39.162,True,0,2016-05-01 03:06:19+00:00,12394,92f1e4d28dcb7c7125688cfc1ec8d81c3ee42d8a,A,Buffalo,2016-05-01,6.0,110.0,5250.222326388889
1368,718028269,718024138,Materialscientist,,7852030,2016-05-01 03:45:07+00:00,6234,a83fb1e103917859a13505d3c24c1ccdd3574aca,Reverted 4 edits by [[Special:Contributions/14.201.39.162|14.201.39.162]] identified as test/vandalism using [[WP:STiki|STiki]],Buffalo,2016-05-01,-6160.0,2328.0,5250.249270833333
1369,719590080,718028269,86.175.130.191,True,0,2016-05-10 16:25:37+00:00,6235,62e5a98bbb151b1a6073a66600c0e8701c920e20,/* Mammals */,Buffalo,2016-05-10,1.0,823230.0,5259.777395833334
1370,719590143,719590080,86.175.130.191,True,0,2016-05-10 16:26:12+00:00,6272,aa9f18db4e62e0940c3f1a3286eefa6e4507aca3,/* United States */,Buffalo,2016-05-10,37.0,35.0,5259.7778009259255
1371,719591796,719590143,Bkonrad,,44062,2016-05-10 16:40:31+00:00,6234,a83fb1e103917859a13505d3c24c1ccdd3574aca,Reverted edits by [[Special:Contribs/86.175.130.191|86.175.130.191]] ([[User talk:86.175.130.191|talk]]) to last version by Materialscientist,Buffalo,2016-05-10,-38.0,859.0,5259.787743055555
1372,723000260,719591796,2001:980:4818:1:200:FF:FE4E:353A,True,0,2016-05-31 11:17:09+00:00,6217,ea663312f9d75699afa201b1202f382dc4d23d77,/* See also */ fix redirected link,Buffalo,2016-05-31,-17.0,1794998.0,5280.56318287037
1373,723001458,723000260,2001:980:4818:1:200:FF:FE4E:353A,True,0,2016-05-31 11:29:06+00:00,6234,a83fb1e103917859a13505d3c24c1ccdd3574aca,Undid revision 723000260 by [[Special:Contributions/2001:980:4818:1:200:FF:FE4E:353A|2001:980:4818:1:200:FF:FE4E:353A]] ([[User talk:2001:980:4818:1:200:FF:FE4E:353A|talk]]),Buffalo,2016-05-31,17.0,717.0,5280.571481481482
1374,727288456,723001458,2600:1005:B04A:D258:A1D0:3F61:1874:3E9F,True,0,2016-06-28 00:12:55+00:00,6242,ac6e29ad1767cf05aecfcfb65e8a21c2ff59eb18,,Buffalo,2016-06-28,8.0,2378629.0,5308.101909722222
1375,727290854,727288456,Fyrael,,6675779,2016-06-28 00:36:37+00:00,6234,a83fb1e103917859a13505d3c24c1ccdd3574aca,Undid revision 727288456 by [[Special:Contributions/2600:1005:B04A:D258:A1D0:3F61:1874:3E9F|2600:1005:B04A:D258:A1D0:3F61:1874:3E9F]] ([[User talk:2600:1005:B04A:D258:A1D0:3F61:1874:3E9F|talk]]),Buffalo,2016-06-28,-8.0,1422.0,5308.118368055556
1376,732398683,727290854,IveGoneAway,,14813571,2016-07-31 18:42:35+00:00,6281,cb36cc28db9651c15f884bb003d3114d1bb4ce38,/* Places */Link [[Buffalo Gap|Buffalo Gap (disambiguation)]],Buffalo,2016-07-31,47.0,2916358.0,5341.872511574074
1377,732407979,732398683,Bkonrad,,44062,2016-07-31 20:02:55+00:00,6269,361888c7ee0683e3df03aa9d37d5d9003a4b63b7,/* United States */,Buffalo,2016-07-31,-12.0,4820.0,5341.928298611111
1378,732505424,732407979,IveGoneAway,,14813571,2016-08-01 12:09:34+00:00,6306,c276911c1452bdc3ca4b741bca51a208a5c1accc,/* United States */  link  [[Buffalo Trace (disambiguation)]],Buffalo,2016-08-01,37.0,57999.0,5342.599583333334
1379,733405769,732505424,87.64.152.19,True,0,2016-08-07 16:01:09+00:00,6307,da81e256f1886ba2df820547b22692c8490488af,/* Mammals */,Buffalo,2016-08-07,1.0,532295.0,5348.760405092593
1380,733406055,733405769,Mojo Hand,,1453997,2016-08-07 16:03:08+00:00,6306,c276911c1452bdc3ca4b741bca51a208a5c1accc,Undid revision 733405769 by [[Special:Contributions/87.64.152.19|87.64.152.19]] ([[User talk:87.64.152.19|talk]]); American bison already included,Buffalo,2016-08-07,-1.0,119.0,5348.761782407408
1381,733908836,733406055,2604:6000:C303:2400:8DD9:3400:CC9F:94FE,True,0,2016-08-10 21:53:05+00:00,6361,4951c7946bfe9c20949075647a517cc1634d15ae,"/* United States */Added noted regarding Buffalo, NY",Buffalo,2016-08-10,55.0,280197.0,5352.00480324074
1382,733910363,733908836,Plantdrew,,14423536,2016-08-10 22:04:47+00:00,6306,c276911c1452bdc3ca4b741bca51a208a5c1accc,/* United States */ revert unneccesary comment; that's why it's listed first,Buffalo,2016-08-10,-55.0,702.0,5352.012928240741
1383,733911987,733910363,2604:6000:C303:2400:8DD9:3400:CC9F:94FE,True,0,2016-08-10 22:18:20+00:00,6340,a8a758cae80d367523280607160346649b9a455d,/* Other uses */Added to description of Buffalo Wing,Buffalo,2016-08-10,34.0,813.0,5352.022337962963
1384,734103711,733911987,117Avenue,,9535527,2016-08-12 04:41:06+00:00,6347,b92cf7a5697bacc6da01750075685ea60e7aa681,/* Other uses */ what does NY mean?,Buffalo,2016-08-12,7.0,109366.0,5353.288148148148
1385,734270583,734103711,Dale Arnett,,25667,2016-08-13 05:47:31+00:00,6358,7383f70c8e0d7c2c74342100655fe1db06983f7f,"/* Sport */ The Buffalo Bulls aren't a team, but rather an athletic program.",Buffalo,2016-08-13,11.0,90385.0,5354.334270833333
1386,734270729,734270583,Dale Arnett,,25667,2016-08-13 05:49:07+00:00,6391,a81145675b5136992578f208e6db6928b963bbc2,"/* Schools */ ""The State University of New York at Buffalo"" is the formal name, but the article is at [[University at Buffalo]] (which the institution treats as its formal brand).",Buffalo,2016-08-13,33.0,96.0,5354.335381944445
1387,734270748,734270729,Dale Arnett,,25667,2016-08-13 05:49:29+00:00,6373,9a990e85f3806f1edd38ba59731ea67ed23d7e09,/* Sport */,Buffalo,2016-08-13,-18.0,22.0,5354.335636574074
1388,734270817,734270748,Dale Arnett,,25667,2016-08-13 05:50:11+00:00,6355,0a71ddf64bc6ee6d49eb0726256b12bc3157495a,/* Sport */,Buffalo,2016-08-13,-18.0,42.0,5354.336122685185
1389,735645497,734270817,AlaskanNativeRU,,24682483,2016-08-22 04:09:21+00:00,6322,73a31215fa82f81a54f0b6b0fa65b210a78b6e0e,/* Schools */Formally doesn't seem the right fit. Just added the official name. Which uses the words university at buffalo,Buffalo,2016-08-22,-33.0,771550.0,5363.266099537037
1390,735697722,735645497,Fyrael,,6675779,2016-08-22 14:13:04+00:00,6279,4112a65aa60c728019e70c1135ea817993a869e1,/* Schools */ The actual title of the article is what's appropriate for the dab page,Buffalo,2016-08-22,-43.0,36223.0,5363.685347222222
1391,744874176,735697722,73.182.102.7,True,0,2016-10-17 23:40:18+00:00,4980,8dd6f5a73589da8777227fb697811b35233e0046,,Buffalo,2016-10-17,-1299.0,4872434.0,5420.079259259259
1392,744874185,744874176,ClueBot NG,,13286072,2016-10-17 23:40:22+00:00,6279,4112a65aa60c728019e70c1135ea817993a869e1,"Reverting possible vandalism by [[Special:Contribs/73.182.102.7|73.182.102.7]] to version by Fyrael. [[WP:CBFP|Report False Positive?]] Thanks, [[WP:CBNG|ClueBot NG]]. (2800392) (Bot)",Buffalo,2016-10-17,1299.0,4.0,5420.079305555556
1393,745765016,744874185,122.172.84.218,True,0,2016-10-23 04:54:59+00:00,6296,b359768b0afad5c0afb5235dec9897dbd103271a,/* Mammals */,Buffalo,2016-10-23,17.0,450877.0,5425.297789351852
1394,745767548,745765016,Fyrael,,6675779,2016-10-23 05:26:03+00:00,6279,4112a65aa60c728019e70c1135ea817993a869e1,Undid revision 745765016 by [[Special:Contributions/122.172.84.218|122.172.84.218]] ([[User talk:122.172.84.218|talk]]),Buffalo,2016-10-23,-17.0,1864.0,5425.319363425926
1395,746203562,745767548,23.251.92.142,True,0,2016-10-25 22:20:51+00:00,6306,6fa7121b82dbc9cb94853719c32172c4c91bba8d,/* Animals */,Buffalo,2016-10-25,27.0,233688.0,5428.024085648148
1396,746203604,746203562,216.186.213.77,True,0,2016-10-25 22:21:15+00:00,6279,4112a65aa60c728019e70c1135ea817993a869e1,Undid revision 746203562 by [[Special:Contributions/23.251.92.142|23.251.92.142]] ([[User talk:23.251.92.142|talk]]),Buffalo,2016-10-25,-27.0,24.0,5428.024363425926
1397,749911518,746203604,64.251.55.70,True,0,2016-11-16 20:42:25+00:00,5893,bcdd207ee583883bb6a6e8aa251b9b858da49e8f,Buffalo's are from outer space and are crazy animals/mammals,Buffalo,2016-11-16,-386.0,1894870.0,5449.955729166667
1398,749911536,749911518,ClueBot NG,,13286072,2016-11-16 20:42:30+00:00,6279,4112a65aa60c728019e70c1135ea817993a869e1,"Reverting possible vandalism by [[Special:Contribs/64.251.55.70|64.251.55.70]] to version by 216.186.213.77. [[WP:CBFP|Report False Positive?]] Thanks, [[WP:CBNG|ClueBot NG]]. (2838495) (Bot)",Buffalo,2016-11-16,386.0,5.0,5449.955787037037
1399,749911598,749911536,64.251.55.70,True,0,2016-11-16 20:42:57+00:00,5894,c077e1d1024cc26e2700863d54de02c4770ba4a0,Buffalo's are from outer space and are crazy animals/mammals,Buffalo,2016-11-16,-385.0,27.0,5449.956099537037
1400,749911705,749911598,RA0808,,11557355,2016-11-16 20:43:39+00:00,6279,4112a65aa60c728019e70c1135ea817993a869e1,Reverted edits by [[Special:Contributions/64.251.55.70|64.251.55.70]] ([[User talk:64.251.55.70|talk]]) ([[WP:HG|HG]]) (3.1.21),Buffalo,2016-11-16,385.0,42.0,5449.956585648149
1401,749911752,749911705,64.251.55.70,True,0,2016-11-16 20:44:01+00:00,5778,7772ca7966d242dd8e13f469e9d4434267d18424,Buffalo's are from outer space and are crazy animals/mammals,Buffalo,2016-11-16,-501.0,22.0,5449.956840277778
1402,749911775,749911752,CLCStudent,,26398660,2016-11-16 20:44:09+00:00,6279,4112a65aa60c728019e70c1135ea817993a869e1,Reverted 1 edit by [[Special:Contributions/64.251.55.70|64.251.55.70]] ([[User talk:64.251.55.70|talk]]) to last revision by RA0808. ([[WP:TW|TW]]),Buffalo,2016-11-16,501.0,8.0,5449.95693287037
1403,749912206,749911775,64.251.55.70,True,0,2016-11-16 20:47:05+00:00,5691,d7f8004b1460c0f574018c3c8973b382990d2629,/* Animals */,Buffalo,2016-11-16,-588.0,176.0,5449.958969907408
1404,749912235,749912206,RA0808,,11557355,2016-11-16 20:47:18+00:00,6279,4112a65aa60c728019e70c1135ea817993a869e1,Reverted edits by [[Special:Contributions/64.251.55.70|64.251.55.70]] ([[User talk:64.251.55.70|talk]]): Nonconstructive editing ([[WP:HG|HG]]) (3.1.21),Buffalo,2016-11-16,588.0,13.0,5449.95912037037
1405,749913890,749912235,64.251.55.70,True,0,2016-11-16 20:55:44+00:00,5699,3307243bf7cbda15158152d1d00e0713531c1d4d,/* Animals */,Buffalo,2016-11-16,-580.0,506.0,5449.964976851852
1406,749913909,749913890,CLCStudent,,26398660,2016-11-16 20:55:53+00:00,6279,4112a65aa60c728019e70c1135ea817993a869e1,Reverted 1 edit by [[Special:Contributions/64.251.55.70|64.251.55.70]] ([[User talk:64.251.55.70|talk]]) to last revision by RA0808. ([[WP:TW|TW]]),Buffalo,2016-11-16,580.0,9.0,5449.9650810185185
1407,749914454,749913909,64.251.55.70,True,0,2016-11-16 20:58:24+00:00,182,064491cef09fba2e96fa503ffaa5f67f99e0ec11,[[WP:AES|←]]Replaced content with 'you have heard buffalo kiling people in space because they are alian lifeforms like sheep fyling on the moon in those gay movies <ref>United States of Americ...',Buffalo,2016-11-16,-6097.0,151.0,5449.966828703704
1408,749914607,749914454,CLCStudent,,26398660,2016-11-16 20:58:42+00:00,6279,4112a65aa60c728019e70c1135ea817993a869e1,Reverted 1 edit by [[Special:Contributions/64.251.55.70|64.251.55.70]] ([[User talk:64.251.55.70|talk]]) to last revision by CLCStudent. ([[WP:TW|TW]]),Buffalo,2016-11-16,6097.0,18.0,5449.967037037037
1409,752352574,749914607,196.103.218.209,True,0,2016-11-30 20:08:06+00:00,6298,b4083335f72b58ad45bf15e416acd6db868be01b,/* Mammals */Added content. The American bison is not a true buffalo,Buffalo,2016-11-30,19.0,1206564.0,5463.931898148148
1410,752356446,752352574,Bkonrad,,44062,2016-11-30 20:33:36+00:00,6279,4112a65aa60c728019e70c1135ea817993a869e1,it's called what it is called,Buffalo,2016-11-30,-19.0,1530.0,5463.949606481481
1411,755622071,752356446,AlaskanNativeRU,,24682483,2016-12-19 05:06:52+00:00,6300,ceb2478509435b5238548ed370d7e770b41bf3c5,/* Schools */ most known as Buffalo in sports and in education.,Buffalo,2016-12-19,21.0,1585996.0,5482.306041666667
1412,757129000,755622071,71.34.168.211,True,0,2016-12-28 23:36:06+00:00,6323,0f948c294017212af5f57ff0b5201f9f7682c7f8,/* Fish */,Buffalo,2016-12-28,23.0,844154.0,5492.0763425925925
1413,757129001,757129000,ClueBot NG,,13286072,2016-12-28 23:36:07+00:00,6300,ceb2478509435b5238548ed370d7e770b41bf3c5,"Reverting possible vandalism by [[Special:Contribs/71.34.168.211|71.34.168.211]] to version by AlaskanNativeRU. [[WP:CBFP|Report False Positive?]] Thanks, [[WP:CBNG|ClueBot NG]]. (2879416) (Bot)",Buffalo,2016-12-28,-23.0,1.0,5492.0763541666665
1414,757688989,757129001,2600:8801:8300:4CD:ECD9:C016:8810:DBC0,True,0,2017-01-01 03:55:53+00:00,6316,a612584a2b81d2c5bc0f95af03e07c90dbc70b20,/* Mammals */Sharpened a distinction bewttem species.,Buffalo,2017-01-01,16.0,274786.0,5495.2567476851855
